Technique ID,Technique Name,Procedure Example,Tactic
Download New Code at Runtime,T1407,ViperRAT has been installed in two stages and can secretly install new applications. [32],Unknown
Download New Code at Runtime,T1407,Windshift has included malware functionality capable of downloading new DEX files at runtime during Operation BULL. [33],Unknown
Download New Code at Runtime,T1407,WolfRAT can update the running malware. [34],Unknown
Download New Code at Runtime,T1407,"YiSpecter has used private APIs to download and install other pieces of itself, as well as other malicious apps. [35]",Unknown
Download New Code at Runtime,T1407,Zen can dynamically load executable code from remote sources. [36],Unknown
Download New Code at Runtime,T1407,ZergHelper attempts to extend its capabilities via dynamic updating of its code. [37],Unknown
Download New Code at Runtime,T1407,"Applications that target Android API level 29 or higher cannot execute native code stored in the application's internal data storage directory, limiting the ability of applications to download and execute native code at runtime. [38]",Unknown
Download New Code at Runtime,T1407,API Calls,Unknown
Download New Code at Runtime,T1407,Network Communication,Unknown
Download New Code at Runtime,T1407,Network Traffic Content,Unknown
Execution Guardrails (1),T1627,Binary Validator has checked if the device is jailbroken. [2],Unknown
Execution Guardrails (1),T1627,New OS releases frequently contain additional limitations or controls around device location access.,Unknown
Execution Guardrails (1),T1627,"Users should be advised to be extra scrutinous of applications that request location or sensitive phone information permissions, and to deny any permissions requests for applications they do not recognize.",Unknown
Execution Guardrails (1),T1627,API Calls,Unknown
Execution Guardrails (1),T1627,Permissions Requests,Unknown
Execution Guardrails (1),T1627,System Settings,Unknown
Geofencing,T1627.001,BRATA has performed country and language checks. [2],Unknown
Geofencing,T1627.001,eSurv imposes geo-restrictions when delivering the second stage. [1],Unknown
Geofencing,T1627.001,Windshift has region-locked their malicious applications during their Operation BULL campaign. [3],Unknown
Geofencing,T1627.001,New OS releases frequently contain additional limitations or controls around device location access.,Unknown
Geofencing,T1627.001,"Users should be advised to be extra scrutinous of applications that request location, and to deny any permissions requests for applications they do not recognize.",Unknown
Geofencing,T1627.001,API Calls,Unknown
Geofencing,T1627.001,Permissions Requests,Unknown
Geofencing,T1627.001,System Notifications,Unknown
Geofencing,T1627.001,System Settings,Unknown
Foreground Persistence,T1541,Drinik has C2 commands that can move the malware in and out of the foreground. [5],Unknown
Foreground Persistence,T1541,Mandrake uses foreground persistence to keep a service running. It shows the user a transparent notification to evade detection. [6],Unknown
Foreground Persistence,T1541,TERRACOTTA has utilized foreground services. [7],Unknown
Foreground Persistence,T1541,Tiktok Pro has shown a persistent notification to maintain access to device sensors. [8],Unknown
Foreground Persistence,T1541,"If a user sees a persistent notification they do not recognize, they should uninstall the source application and look for other unwanted applications or anomalies.",Unknown
Foreground Persistence,T1541,API Calls,Unknown
Foreground Persistence,T1541,System Notifications,Unknown
Hide Artifacts (3),T1628,API Calls,Unknown
Hide Artifacts (3),T1628,System Settings,Unknown
Suppress Application Icon,T1628.001,Agent Smith can hide its icon from the application launcher. [6],Unknown
Suppress Application Icon,T1628.001,Android/AdDisplay.Ashas can hide its icon and create a shortcut based on the C2 server response. [7],Unknown
Suppress Application Icon,T1628.001,BusyGasper can hide its icon. [8],Unknown
Suppress Application Icon,T1628.001,Cerberus hides its icon from the application drawer after being launched for the first time. [9],Unknown
Suppress Application Icon,T1628.001,Desert Scorpion can hide its icon. [10],Unknown
Suppress Application Icon,T1628.001,DoubleAgent has hidden its app icon. [11],Unknown
Suppress Application Icon,T1628.001,Drinik can hide its application icon. [12],Unknown
Suppress Application Icon,T1628.001,FakeSpy can hide its icon if it detects that it is being run on an emulator. [13],Unknown
Suppress Application Icon,T1628.001,FlexiSpy is capable of hiding SuperSU's icon if it is installed and visible. [14] FlexiSpy can also hide its own icon to make detection and the uninstallation process more difficult. [15],Unknown
Suppress Application Icon,T1628.001,FlixOnline can hide its application icon. [16],Unknown
Suppress Application Icon,T1628.001,Ginp hides its icon after installation. [17],Unknown
Suppress Application Icon,T1628.001,Gustuff hides its icon after installation. [18],Unknown
Suppress Application Icon,T1628.001,Mandrake can hide its icon on older Android versions. [19],Unknown
Suppress Application Icon,T1628.001,Rotexy hides its icon after first launch. [20],Unknown
Suppress Application Icon,T1628.001,S.O.V.A. can hide its application icon. [21],Unknown
Suppress Application Icon,T1628.001,SimBad hides its icon from the application launcher. [22],Unknown
Suppress Application Icon,T1628.001,SpyC23 can hide its icon. [23],Unknown
Suppress Application Icon,T1628.001,Tiktok Pro can hide its icon after launch. [24],Unknown
Suppress Application Icon,T1628.001,Twitoor can hide its presence on the system. [25],Unknown
Suppress Application Icon,T1628.001,"ViceLeaker includes code to hide its icon, but the function does not appear to be called in an analyzed version of the software. [26]",Unknown
Suppress Application Icon,T1628.001,YiSpecter has hidden the app icon from iOS springboard. [27],Unknown
Suppress Application Icon,T1628.001,Android 10 introduced changes to prevent malicious applications from fully suppressing their icon in the launcher. [4] [5],Unknown
Suppress Application Icon,T1628.001,Users should be shown what a synthetic activity looks like so they can scrutinize them in the future.,Unknown
Suppress Application Icon,T1628.001,API Calls,Unknown
Suppress Application Icon,T1628.001,System Settings,Unknown
User Evasion,T1628.002,BRATA can turn off or fake turning off the screen while performing malicious activities. [1],Unknown
User Evasion,T1628.002,"BusyGasper can utilize the device’s sensors to determine when the device is in use and subsequently hide malicious activity. When active, it attempts to hide its malicious activity by turning the screen’s brightness as low as possible and muting the device. [2]",Unknown
User Evasion,T1628.002,FluBot can use locale.getLanguage() to choose the language for notifications and avoid user detection. [3],Unknown
User Evasion,T1628.002,"Hornbill uses an infrequent data upload schedule to avoid user detection and battery drain. It also can delete on-device data after being sent to the C2, and stores collected data in hidden folders on external storage. [4]",Unknown
User Evasion,T1628.002,SpyC23 has used blank screen overlays to hide malicious activity from the user. [5],Unknown
User Evasion,T1628.002,"Mobile security products that are part of the Samsung Knox for Mobile Threat Defense program could examine running applications while the device is idle, potentially detecting malicious applications that are running primarily when the device is not being used.",Unknown
Conceal Multimedia Files,T1628.003,Windshift has hidden multimedia files from the user. [1],Unknown
Conceal Multimedia Files,T1628.003,Conceal Multimedia Files likely should not be mitigated with preventative controls because the .nomedia file may be used legitimately.,Unknown
Hooking,T1617,"FjordPhantom has used the hooking framework in a variety of ways, including returning false information to detection mechanisms, pretending that GooglePlayServices are unavailable, and manipulating UI functionality. [1]",Unknown
Hooking,T1617,Monokle can hook itself to appear invisible to the Process Manager. [2],Unknown
Hooking,T1617,Device attestation can often detect rooted devices.,Unknown
Hooking,T1617,Mobile security products can often detect rooted devices.,Unknown
Impair Defenses (3),T1629,"Mobile security software can typically detect if a device has been rooted or jailbroken and can inform the user, who can then take appropriate action.",Unknown
